,median_home_val,median_household_income,num_habitaciones,num_vecinos,total_habitaciones,total_baños,dist_playa,x0_AL,x0_AR,x0_AZ,x0_CA,x0_CO,x0_FL,x0_GA,x0_IA,x0_IL,x0_IN,x0_KS,x0_KY,x0_LA,x0_MI,x0_MN,x0_MO,x0_MS,x0_NC,x0_NE,x0_NM,x0_NV,x0_OK,x0_OR,x0_SC,x0_TN,x0_TX,x0_WA,x0_WI,x1_F,x1_M
0,8.423112114493257,0.5063291139240507,0.41916167664670656,0.6942675159235668,0.7151515151515152,1.5585514662468019,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7.358043783618661,0.33544303797468356,0.32934131736526945,0.3375796178343949,0.4303030303030303,1.0492029128124385,-0.8156243668304117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,7.769124057360119,-0.06962025316455696,-0.11976047904191617,0.025477707006369428,0.20606060606060606,0.9409565046250739,-1.1084126011834023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,8.423112114493257,0.5632911392405063,0.281437125748503,0.267515923566879,0.06666666666666667,-0.008266089352489667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,8.20924133438116,-0.379746835443038,-0.47904191616766467,-0.2611464968152866,-0.32727272727272727,0.7744538476677819,-0.7528840309782943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,8.854499087909808,0.0,1.8682634730538923,0.0,0.0,2.306435740995867,0.5646630232337206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6,8.252257929778171,0.930379746835443,0.6586826347305389,0.8535031847133758,0.5696969696969697,-0.04979334776618776,0.23527625968071694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,8.053420216852158,0.9556962025316456,0.6826347305389222,0.9872611464968153,0.7333333333333333,-0.8980515646526275,0.2419984393353988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,8.80248011085285,1.3227848101265822,1.4311377245508983,1.643312101910828,1.8181818181818181,0.0,1.5998785658288752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,8.14152746023908,0.11392405063291139,0.029940119760479042,0.07006369426751592,0.05454545454545454,0.7226923833890966,0.9411050387228678,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,8.302010622395663,-0.36075949367088606,-0.5988023952095808,-0.28662420382165604,-0.5151515151515151,-0.006494784491241881,-0.3062749746337843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,6.537478958863805,-1.1139240506329113,-1.1497005988023952,-1.127388535031847,-1.1515151515151516,-1.119071049006101,0.11502394896810485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,8.825925335432473,-0.25949367088607594,-0.25748502994011974,-0.09554140127388536,-0.05454545454545454,0.30919110411336354,-0.846994534850581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,7.749969956936209,0.17088607594936708,0.10778443113772455,0.08917197452229299,-0.03636363636363636,-0.283211966148396,-0.7528840309782943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14,7.4126814923323465,-0.5063291139240507,-0.5389221556886228,-0.6369426751592356,-0.806060606060606,-0.6976973036803779,0.49146596445725194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,8.423112114493257,0.35443037974683544,0.5808383233532934,0.5923566878980892,0.7818181818181819,0.0,0.4234972674252905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16,7.500118706130177,-0.9367088607594937,-1.1497005988023952,-1.1210191082802548,-1.284848484848485,-1.7285967329265892,1.2234365503397282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,8.034510863848526,-0.012658227848101266,0.9401197604790419,0.4840764331210191,1.1272727272727272,1.6187758315292264,0.02509613373853964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,8.558754487916948,0.5886075949367089,0.5568862275449101,0.910828025477707,0.8666666666666667,1.3609525683920487,-0.6399514263315501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
19,7.852320758006878,1.9050632911392404,1.6287425149700598,1.8980891719745223,1.6727272727272726,1.4018893918519977,-0.20166536535994842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,9.267446892370527,-0.23417721518987342,-0.38323353293413176,-0.2229299363057325,-0.2787878787878788,-0.7030112182641213,-0.541135397265649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,7.843308444743465,0.6075949367088608,0.41916167664670656,0.0,0.42424242424242425,0.21531194646723087,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,8.749575938988432,-0.08227848101265822,-0.03592814371257485,-0.006369426751592357,0.26666666666666666,1.0094469592599882,-0.718662029535968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
23,8.873551993554385,-0.45569620253164556,-0.7305389221556886,-0.6050955414012739,-0.8787878787878788,-1.2786852981696517,0.6587735271060075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,7.538574101849073,-0.6329113924050633,-0.688622754491018,-0.4012738853503185,-0.28484848484848485,-0.445581578429443,0.34507184690431486,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,7.197438189085415,-0.35443037974683544,-0.46706586826347307,-0.4140127388535032,-0.5212121212121212,-0.6760480220429049,-0.7764116569463659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26,7.038698273918059,-0.759493670886076,-0.6227544910179641,-0.8089171974522293,-0.8848484848484849,-0.8972643180476284,-0.9667715397105019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,6.902368928040655,0.0,-0.6227544910179641,0.012738853503184714,-0.13333333333333333,-0.002164928163747294,0.7196685586912149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,7.696952199321093,0.6962025316455697,0.6347305389221557,0.6369426751592356,0.5333333333333333,0.49301318638063374,0.2007690755549485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
